pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
226,2025-08-31T16:30:30.221640,1 (190),left,0,3,left,neither,6,4,,4,7,5,,3,TEST_226
226,2025-08-31T16:01:48.221640,1 (190),right,1,5,left,neither,1,,7,,3,,,,TEST_226
226,2025-08-31T16:11:55.221640,1 (190),full,2,3,left,left,4,,6,3,,,4,7,TEST_226
226,2025-08-31T15:59:00.221640,2 (186),left,0,2,neither,neither,1,,1,,,,,,TEST_226
226,2025-08-31T16:36:45.221640,2 (186),right,1,4,left,neither,2,1,,4,,6,,,TEST_226
226,2025-08-31T16:58:12.221640,2 (186),full,2,3,right,neither,5,,,,,,,,TEST_226
226,2025-08-31T16:50:29.221640,3 (172),left,0,6,right,right,7,5,,,,,4,2,TEST_226
226,2025-08-31T16:25:10.221640,3 (172),right,1,3,left,left,3,1,1,,,,,,TEST_226
226,2025-08-31T16:01:01.221640,3 (172),full,2,6,left,neither,6,2,,5,,4,5,,TEST_226
226,2025-08-31T16:39:41.221640,4 (164),left,0,2,neither,right,7,4,4,1,,,,2,TEST_226
226,2025-08-31T16:05:05.221640,4 (164),right,1,6,neither,neither,2,,5,7,5,6,1,1,TEST_226
226,2025-08-31T16:45:03.221640,4 (164),full,2,2,right,left,5,,1,,,,4,1,TEST_226
226,2025-08-31T16:52:04.221640,5 (200),left,0,3,neither,neither,4,,,3,2,,,,TEST_226
226,2025-08-31T16:29:55.221640,5 (200),right,1,4,neither,left,1,7,3,3,2,,,5,TEST_226
226,2025-08-31T16:36:56.221640,5 (200),full,2,4,neither,neither,3,5,2,,3,,1,,TEST_226
226,2025-08-31T16:51:34.221640,6 (114),left,0,1,right,neither,7,,,5,1,6,,2,TEST_226
226,2025-08-31T16:17:22.221640,6 (114),right,1,6,neither,left,5,5,6,,,1,4,,TEST_226
226,2025-08-31T16:33:11.221640,6 (114),full,2,4,left,neither,2,,,2,6,,3,,TEST_226
226,2025-08-31T16:43:17.221640,7 (102),left,0,1,neither,left,2,4,,2,,,5,1,TEST_226
226,2025-08-31T16:48:28.221640,7 (102),right,1,3,right,right,4,2,4,3,1,,,7,TEST_226
226,2025-08-31T16:40:18.221640,7 (102),full,2,1,right,left,4,4,5,6,3,,1,,TEST_226
226,2025-08-31T16:47:33.221640,8 (163),left,0,2,right,right,3,,1,,,1,2,2,TEST_226
226,2025-08-31T16:11:46.221640,8 (163),right,1,1,right,neither,2,3,,,1,,2,4,TEST_226
226,2025-08-31T16:56:03.221640,8 (163),full,2,1,left,left,1,5,3,,,7,1,,TEST_226
226,2025-08-31T16:05:46.221640,9 (120),left,0,7,neither,neither,3,1,,,,7,,,TEST_226
226,2025-08-31T16:35:57.221640,9 (120),right,1,3,neither,right,4,,,,,2,5,5,TEST_226
226,2025-08-31T16:10:32.221640,9 (120),full,2,7,neither,neither,5,,,,,4,,3,TEST_226
226,2025-08-31T16:04:34.221640,10 (132),left,0,3,left,left,6,,7,7,4,2,7,,TEST_226
226,2025-08-31T16:15:09.221640,10 (132),right,1,1,right,neither,7,,,7,,7,4,7,TEST_226
226,2025-08-31T16:30:23.221640,10 (132),full,2,5,left,left,3,,7,,4,2,3,,TEST_226
226,2025-08-31T16:43:57.221640,11 (184),left,0,3,neither,right,7,7,6,4,3,2,,5,TEST_226
226,2025-08-31T16:44:42.221640,11 (184),right,1,5,left,left,1,6,,,6,5,,,TEST_226
226,2025-08-31T16:06:54.221640,11 (184),full,2,3,right,left,4,5,2,,,3,5,,TEST_226
226,2025-08-31T16:19:57.221640,12 (169),left,0,1,left,left,4,,2,,,5,2,,TEST_226
226,2025-08-31T16:48:28.221640,12 (169),right,1,4,left,right,5,,5,,4,,5,,TEST_226
226,2025-08-31T16:17:45.221640,12 (169),full,2,1,neither,left,1,1,,1,,,,2,TEST_226
226,2025-08-31T16:16:42.221640,13 (193),left,0,6,neither,left,4,,5,,2,,7,3,TEST_226
226,2025-08-31T16:00:32.221640,13 (193),right,1,1,left,neither,5,4,,,,,,,TEST_226
226,2025-08-31T16:09:44.221640,13 (193),full,2,2,left,right,7,,,,2,,,3,TEST_226
226,2025-08-31T16:51:18.221640,14 (155),left,0,1,left,neither,1,,6,7,6,1,,,TEST_226
226,2025-08-31T16:10:21.221640,14 (155),right,1,4,right,right,5,,1,,6,,,2,TEST_226
226,2025-08-31T16:56:47.221640,14 (155),full,2,6,left,left,4,,3,2,7,6,,7,TEST_226
226,2025-08-31T15:59:39.221640,15 (101),left,0,2,neither,right,3,4,6,3,7,2,3,,TEST_226
226,2025-08-31T16:49:31.221640,15 (101),right,1,4,left,neither,7,2,,,,,6,,TEST_226
226,2025-08-31T16:57:38.221640,15 (101),full,2,4,neither,right,3,7,2,,,,,,TEST_226
226,2025-08-31T16:28:40.221640,16 (179),left,0,7,right,right,5,,1,1,,,,4,TEST_226
226,2025-08-31T16:07:42.221640,16 (179),right,1,6,neither,left,2,7,2,6,1,5,,,TEST_226
226,2025-08-31T16:33:38.221640,16 (179),full,2,1,right,left,6,5,,,5,4,5,,TEST_226
226,2025-08-31T16:49:17.221640,17 (160),left,0,6,neither,neither,3,,,5,4,,,2,TEST_226
226,2025-08-31T16:42:56.221640,17 (160),right,1,6,left,left,2,4,2,,6,5,1,,TEST_226
226,2025-08-31T16:42:56.221640,17 (160),full,2,3,neither,neither,1,6,,6,5,4,,5,TEST_226
226,2025-08-31T16:29:36.221640,18 (195),left,0,2,neither,neither,3,,3,1,,,1,5,TEST_226
226,2025-08-31T16:19:10.221640,18 (195),right,1,5,neither,right,6,4,,,,2,,2,TEST_226
226,2025-08-31T16:25:15.221640,18 (195),full,2,2,neither,neither,1,7,5,1,,5,5,,TEST_226
226,2025-08-31T16:52:31.221640,19 (179),left,0,5,left,neither,5,,6,4,,2,4,,TEST_226
226,2025-08-31T16:31:51.221640,19 (179),right,1,1,neither,right,1,2,,2,,,5,1,TEST_226
226,2025-08-31T16:55:21.221640,19 (179),full,2,1,neither,right,4,,,2,,,,4,TEST_226
226,2025-08-31T16:23:31.221640,20 (153),left,0,3,neither,right,1,4,,,7,,,2,TEST_226
226,2025-08-31T16:36:47.221640,20 (153),right,1,4,right,neither,7,3,,2,7,,4,,TEST_226
226,2025-08-31T16:45:33.221640,20 (153),full,2,7,neither,left,4,5,4,2,,,4,6,TEST_226
226,2025-08-31T16:43:05.221640,21 (185),left,0,1,left,right,3,3,1,6,5,,,3,TEST_226
226,2025-08-31T16:11:06.221640,21 (185),right,1,6,left,left,2,,,,,6,7,6,TEST_226
226,2025-08-31T16:00:17.221640,21 (185),full,2,3,left,neither,1,,,6,,,4,6,TEST_226
226,2025-08-31T16:36:00.221640,22 (102),left,0,3,left,left,6,1,4,6,,,4,6,TEST_226
226,2025-08-31T16:20:39.221640,22 (102),right,1,2,left,neither,1,,7,1,5,,1,2,TEST_226
226,2025-08-31T16:32:09.221640,22 (102),full,2,1,right,left,3,,6,,,6,4,,TEST_226
226,2025-08-31T16:53:43.221640,23 (108),left,0,3,neither,left,6,7,,4,,,5,,TEST_226
226,2025-08-31T16:08:32.221640,23 (108),right,1,2,left,neither,7,,7,,,1,1,2,TEST_226
226,2025-08-31T16:16:08.221640,23 (108),full,2,1,neither,left,7,,,2,6,3,4,3,TEST_226
226,2025-08-31T16:22:58.221640,24 (136),left,0,2,left,right,5,,7,6,6,3,,3,TEST_226
226,2025-08-31T16:56:50.221640,24 (136),right,1,2,neither,left,1,1,,,7,,,7,TEST_226
226,2025-08-31T16:31:17.221640,24 (136),full,2,6,right,left,1,,,,,,5,,TEST_226
226,2025-08-31T16:36:24.221640,25 (118),left,0,6,neither,left,6,,,,,,3,,TEST_226
226,2025-08-31T16:39:36.221640,25 (118),right,1,2,right,right,7,5,7,2,3,4,,2,TEST_226
226,2025-08-31T16:30:05.221640,25 (118),full,2,4,right,left,5,3,7,3,,,,3,TEST_226
226,2025-08-31T16:23:14.221640,26 (163),left,0,3,right,right,4,1,,7,,,1,,TEST_226
226,2025-08-31T16:28:01.221640,26 (163),right,1,4,right,left,4,,,,7,,,7,TEST_226
226,2025-08-31T16:56:43.221640,26 (163),full,2,4,neither,right,2,3,2,,2,6,,,TEST_226
226,2025-08-31T16:36:19.221640,27 (149),left,0,1,right,left,1,1,,,,,6,6,TEST_226
226,2025-08-31T16:58:56.221640,27 (149),right,1,1,left,neither,6,,,,1,,3,5,TEST_226
226,2025-08-31T16:28:29.221640,27 (149),full,2,3,right,left,5,,,,6,2,,2,TEST_226
226,2025-08-31T16:10:24.221640,28 (163),left,0,1,right,left,6,1,,6,3,7,3,2,TEST_226
226,2025-08-31T16:45:57.221640,28 (163),right,1,4,neither,left,1,,,,3,6,,1,TEST_226
226,2025-08-31T16:11:55.221640,28 (163),full,2,7,right,left,7,4,,3,5,2,7,5,TEST_226
226,2025-08-31T15:58:50.221640,29 (197),left,0,2,left,right,2,7,,2,,6,4,3,TEST_226
226,2025-08-31T16:56:35.221640,29 (197),right,1,5,neither,left,3,,,,,,7,,TEST_226
226,2025-08-31T16:32:28.221640,29 (197),full,2,5,neither,neither,1,5,,,,5,,,TEST_226
226,2025-08-31T16:39:41.221640,30 (102),left,0,5,right,left,7,1,2,6,7,,,,TEST_226
226,2025-08-31T16:48:44.221640,30 (102),right,1,4,left,neither,4,1,,4,7,,,,TEST_226
226,2025-08-31T16:10:36.221640,30 (102),full,2,7,left,neither,7,6,,,,4,,4,TEST_226
226,2025-08-31T16:11:39.221640,31 (198),left,0,7,right,left,5,1,,,2,2,6,,TEST_226
226,2025-08-31T16:36:54.221640,31 (198),right,1,6,left,neither,4,,1,7,,,,,TEST_226
226,2025-08-31T16:20:53.221640,31 (198),full,2,3,left,neither,3,,,5,,,5,3,TEST_226
226,2025-08-31T16:03:37.221640,32 (101),left,0,2,left,left,2,6,7,7,1,,,4,TEST_226
226,2025-08-31T16:24:18.221640,32 (101),right,1,5,right,right,1,,7,7,,7,,,TEST_226
226,2025-08-31T16:31:37.221640,32 (101),full,2,1,left,neither,5,,,7,1,,,6,TEST_226
226,2025-08-31T16:42:30.221640,33 (156),left,0,6,left,left,3,,3,,6,2,7,,TEST_226
226,2025-08-31T16:29:37.221640,33 (156),right,1,4,neither,neither,7,,,,3,1,,2,TEST_226
