pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
256,2025-08-31T09:36:59.221640,1 (169),left,0,1,right,neither,1,7,,4,,5,,7,TEST_256
256,2025-08-31T09:40:26.221640,1 (169),right,1,5,right,right,2,2,1,,5,1,6,4,TEST_256
256,2025-08-31T09:11:23.221640,1 (169),full,2,4,right,neither,1,,,,,,,7,TEST_256
256,2025-08-31T09:22:02.221640,2 (194),left,0,2,right,right,3,,,6,,6,,7,TEST_256
256,2025-08-31T09:21:50.221640,2 (194),right,1,1,neither,neither,1,,,,1,7,,7,TEST_256
256,2025-08-31T09:53:40.221640,2 (194),full,2,1,right,right,3,,5,,,,4,5,TEST_256
256,2025-08-31T09:18:06.221640,3 (192),left,0,7,right,right,2,7,4,,,1,,1,TEST_256
256,2025-08-31T09:20:08.221640,3 (192),right,1,1,neither,right,6,,,,2,7,7,1,TEST_256
256,2025-08-31T09:42:26.221640,3 (192),full,2,7,left,neither,1,5,,,5,,,2,TEST_256
256,2025-08-31T09:46:22.221640,4 (133),left,0,3,neither,neither,4,1,,4,,,4,7,TEST_256
256,2025-08-31T09:39:37.221640,4 (133),right,1,4,left,left,5,1,,2,7,2,1,7,TEST_256
256,2025-08-31T09:43:17.221640,4 (133),full,2,2,left,neither,7,1,,,5,,,7,TEST_256
256,2025-08-31T09:46:10.221640,5 (186),left,0,7,right,right,1,,1,2,,,6,,TEST_256
256,2025-08-31T09:54:16.221640,5 (186),right,1,7,neither,left,3,,,1,3,,3,,TEST_256
256,2025-08-31T09:12:19.221640,5 (186),full,2,6,neither,left,1,1,2,5,,5,7,1,TEST_256
256,2025-08-31T08:55:07.221640,6 (199),left,0,7,right,right,7,,,5,,,,,TEST_256
256,2025-08-31T09:34:52.221640,6 (199),right,1,7,neither,right,3,,5,7,,,4,,TEST_256
256,2025-08-31T09:52:07.221640,6 (199),full,2,1,right,left,3,4,6,2,,,1,,TEST_256
256,2025-08-31T09:07:25.221640,7 (161),left,0,6,neither,left,5,5,,,1,5,5,2,TEST_256
256,2025-08-31T09:47:31.221640,7 (161),right,1,1,right,right,2,3,4,,,,,2,TEST_256
