pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
221,2025-09-04T12:59:30.221640,1 (192),left,0,4,right,left,2,,1,,3,3,,,TEST_221
221,2025-09-04T13:35:25.221640,1 (192),right,1,5,left,left,2,4,,6,2,,3,,TEST_221
221,2025-09-04T13:34:01.221640,1 (192),full,2,2,right,neither,2,4,,,,,2,,TEST_221
221,2025-09-04T13:34:29.221640,2 (195),left,0,2,neither,right,3,6,6,,7,5,,5,TEST_221
221,2025-09-04T13:41:26.221640,2 (195),right,1,2,neither,right,2,4,,7,1,7,5,6,TEST_221
221,2025-09-04T13:31:57.221640,2 (195),full,2,6,neither,right,2,,3,,3,,,,TEST_221
221,2025-09-04T13:29:50.221640,3 (110),left,0,4,left,right,6,7,6,,,,2,,TEST_221
221,2025-09-04T13:01:49.221640,3 (110),right,1,7,right,neither,7,,,6,3,,,,TEST_221
221,2025-09-04T12:55:31.221640,3 (110),full,2,4,neither,left,5,2,,,1,3,3,3,TEST_221
221,2025-09-04T13:38:06.221640,4 (101),left,0,1,neither,left,2,,4,1,5,4,5,,TEST_221
221,2025-09-04T13:21:56.221640,4 (101),right,1,4,left,neither,4,,4,,,,2,3,TEST_221
221,2025-09-04T13:20:26.221640,4 (101),full,2,5,right,left,6,,,1,,,,,TEST_221
221,2025-09-04T13:01:23.221640,5 (190),left,0,6,right,left,7,4,,,,4,,3,TEST_221
221,2025-09-04T12:54:02.221640,5 (190),right,1,6,left,right,4,7,,1,,1,,5,TEST_221
221,2025-09-04T13:29:20.221640,5 (190),full,2,5,left,left,6,7,3,,,5,,3,TEST_221
221,2025-09-04T12:50:14.221640,6 (126),left,0,3,left,left,5,,2,,,7,,,TEST_221
221,2025-09-04T13:05:20.221640,6 (126),right,1,3,neither,neither,6,,5,1,,,,,TEST_221
221,2025-09-04T12:48:49.221640,6 (126),full,2,5,left,right,3,1,,,,,,7,TEST_221
221,2025-09-04T13:07:17.221640,7 (151),left,0,6,left,left,2,7,,,,,2,6,TEST_221
221,2025-09-04T13:33:59.221640,7 (151),right,1,5,neither,left,1,,7,,3,1,,3,TEST_221
221,2025-09-04T13:14:07.221640,7 (151),full,2,1,right,neither,1,,,7,,1,,,TEST_221
221,2025-09-04T13:07:22.221640,8 (185),left,0,7,neither,left,4,,,2,,7,5,,TEST_221
221,2025-09-04T13:00:10.221640,8 (185),right,1,7,left,right,5,1,7,5,2,4,,5,TEST_221
221,2025-09-04T12:52:56.221640,8 (185),full,2,4,left,right,3,,,,,,6,1,TEST_221
221,2025-09-04T12:49:29.221640,9 (184),left,0,3,right,right,4,,,5,1,,4,,TEST_221
221,2025-09-04T13:35:56.221640,9 (184),right,1,2,left,neither,4,,,,,7,1,,TEST_221
221,2025-09-04T12:46:45.221640,9 (184),full,2,3,left,right,3,2,,6,6,,5,1,TEST_221
221,2025-09-04T13:16:26.221640,10 (185),left,0,1,neither,left,7,,4,,,,6,7,TEST_221
221,2025-09-04T13:16:51.221640,10 (185),right,1,4,left,left,7,2,,,,,,7,TEST_221
221,2025-09-04T13:37:17.221640,10 (185),full,2,1,right,left,1,,6,,3,5,,,TEST_221
221,2025-09-04T13:32:19.221640,11 (199),left,0,3,neither,right,3,7,5,1,,,7,6,TEST_221
221,2025-09-04T13:29:53.221640,11 (199),right,1,7,neither,right,2,2,4,4,,6,,,TEST_221
221,2025-09-04T13:09:01.221640,11 (199),full,2,2,left,right,3,,,2,2,,4,,TEST_221
221,2025-09-04T13:34:21.221640,12 (194),left,0,3,neither,neither,6,,3,7,2,,2,3,TEST_221
221,2025-09-04T13:30:41.221640,12 (194),right,1,2,left,right,2,5,,3,3,,,,TEST_221
221,2025-09-04T13:06:14.221640,12 (194),full,2,4,neither,left,1,5,,,,5,6,,TEST_221
221,2025-09-04T12:46:15.221640,13 (191),left,0,4,right,left,4,5,3,7,2,2,1,,TEST_221
221,2025-09-04T13:33:55.221640,13 (191),right,1,5,left,neither,5,,3,3,,,7,1,TEST_221
221,2025-09-04T13:21:17.221640,13 (191),full,2,2,right,left,4,1,,7,3,6,,3,TEST_221
221,2025-09-04T13:10:11.221640,14 (120),left,0,6,right,left,6,5,2,,,1,,4,TEST_221
221,2025-09-04T12:55:05.221640,14 (120),right,1,6,left,left,4,6,,,7,,,6,TEST_221
221,2025-09-04T13:07:46.221640,14 (120),full,2,3,neither,right,3,7,,,,,7,2,TEST_221
221,2025-09-04T13:21:23.221640,15 (182),left,0,5,left,left,6,6,3,,,4,2,5,TEST_221
221,2025-09-04T13:13:27.221640,15 (182),right,1,4,neither,left,4,1,,4,7,7,,4,TEST_221
221,2025-09-04T13:01:51.221640,15 (182),full,2,3,neither,neither,4,,1,3,,,,1,TEST_221
221,2025-09-04T13:35:55.221640,16 (159),left,0,5,right,neither,1,1,1,,5,,6,,TEST_221
221,2025-09-04T13:42:23.221640,16 (159),right,1,3,left,left,7,6,,3,,1,,,TEST_221
221,2025-09-04T13:01:25.221640,16 (159),full,2,7,left,left,5,,,,,,7,,TEST_221
221,2025-09-04T13:41:25.221640,17 (191),left,0,1,right,left,4,,1,,,,,4,TEST_221
221,2025-09-04T13:10:28.221640,17 (191),right,1,7,neither,neither,3,2,,3,,,4,7,TEST_221
221,2025-09-04T13:42:26.221640,17 (191),full,2,6,left,right,5,,,,,5,,,TEST_221
221,2025-09-04T13:07:12.221640,18 (127),left,0,5,left,left,5,,,1,,,2,,TEST_221
221,2025-09-04T12:49:34.221640,18 (127),right,1,4,left,neither,6,4,7,,,5,,,TEST_221
221,2025-09-04T13:34:45.221640,18 (127),full,2,1,neither,neither,2,6,,7,4,7,6,6,TEST_221
221,2025-09-04T12:52:14.221640,19 (189),left,0,1,left,neither,3,,,6,3,1,3,3,TEST_221
221,2025-09-04T13:09:22.221640,19 (189),right,1,1,left,neither,5,6,3,7,1,,1,,TEST_221
221,2025-09-04T12:50:36.221640,19 (189),full,2,6,neither,left,6,1,,3,3,,1,7,TEST_221
221,2025-09-04T13:41:17.221640,20 (109),left,0,6,neither,right,2,,,1,,,,3,TEST_221
221,2025-09-04T13:06:35.221640,20 (109),right,1,6,left,neither,5,,,,4,1,,1,TEST_221
221,2025-09-04T13:19:52.221640,20 (109),full,2,5,right,left,6,2,3,3,,,2,2,TEST_221
221,2025-09-04T13:07:35.221640,21 (123),left,0,3,left,right,4,6,6,6,,,3,4,TEST_221
221,2025-09-04T13:42:27.221640,21 (123),right,1,4,right,left,4,2,,3,,6,,,TEST_221
221,2025-09-04T12:59:28.221640,21 (123),full,2,7,left,right,2,,7,2,6,5,1,6,TEST_221
221,2025-09-04T13:32:23.221640,22 (127),left,0,3,right,neither,7,,3,1,2,3,,,TEST_221
221,2025-09-04T13:30:55.221640,22 (127),right,1,4,right,left,1,1,6,7,,,,5,TEST_221
221,2025-09-04T13:05:24.221640,22 (127),full,2,7,left,neither,6,5,4,2,,5,4,5,TEST_221
221,2025-09-04T12:48:41.221640,23 (148),left,0,2,right,right,7,5,,,,2,,,TEST_221
221,2025-09-04T13:24:52.221640,23 (148),right,1,3,neither,right,1,6,4,,2,,,,TEST_221
221,2025-09-04T13:15:58.221640,23 (148),full,2,6,right,left,3,,2,,,7,3,,TEST_221
221,2025-09-04T13:00:02.221640,24 (162),left,0,7,right,left,4,,1,,,,,,TEST_221
221,2025-09-04T13:02:22.221640,24 (162),right,1,6,right,left,5,,,1,,3,,,TEST_221
221,2025-09-04T13:43:58.221640,24 (162),full,2,3,right,left,5,,5,,1,,,,TEST_221
221,2025-09-04T13:39:10.221640,25 (174),left,0,7,right,neither,4,,1,7,,,,3,TEST_221
221,2025-09-04T12:53:19.221640,25 (174),right,1,7,left,right,1,5,,1,7,,,,TEST_221
221,2025-09-04T13:39:43.221640,25 (174),full,2,5,right,neither,3,1,7,,,2,4,,TEST_221
221,2025-09-04T12:54:27.221640,26 (102),left,0,2,neither,right,1,,7,4,3,6,,,TEST_221
221,2025-09-04T13:37:28.221640,26 (102),right,1,1,left,left,1,,,,,,,,TEST_221
221,2025-09-04T13:06:37.221640,26 (102),full,2,6,neither,right,1,,5,,,5,3,,TEST_221
221,2025-09-04T12:52:08.221640,27 (157),left,0,6,left,right,7,7,1,1,7,,4,,TEST_221
221,2025-09-04T13:01:34.221640,27 (157),right,1,2,neither,neither,2,,,5,,,2,,TEST_221
221,2025-09-04T12:57:59.221640,27 (157),full,2,5,left,neither,1,,4,2,,5,,,TEST_221
221,2025-09-04T13:24:59.221640,28 (188),left,0,6,neither,right,5,1,,,,3,7,,TEST_221
221,2025-09-04T13:22:16.221640,28 (188),right,1,1,neither,right,1,,,,,,6,,TEST_221
221,2025-09-04T13:44:41.221640,28 (188),full,2,6,left,right,3,1,5,,3,4,,7,TEST_221
221,2025-09-04T13:29:00.221640,29 (190),left,0,3,right,neither,4,,,,,,,,TEST_221
221,2025-09-04T13:10:14.221640,29 (190),right,1,5,right,neither,6,2,5,6,2,,,7,TEST_221
221,2025-09-04T12:47:08.221640,29 (190),full,2,3,left,right,3,4,,,,,4,,TEST_221
221,2025-09-04T13:34:06.221640,30 (109),left,0,4,left,left,2,2,,,5,,7,5,TEST_221
221,2025-09-04T12:48:16.221640,30 (109),right,1,6,right,neither,3,7,,,,6,7,4,TEST_221
221,2025-09-04T13:46:10.221640,30 (109),full,2,2,neither,left,6,6,5,7,,,,,TEST_221
221,2025-09-04T13:24:40.221640,31 (187),left,0,3,right,left,7,5,5,,3,1,,,TEST_221
221,2025-09-04T13:20:31.221640,31 (187),right,1,5,neither,left,1,,4,,7,,,,TEST_221
221,2025-09-04T12:52:29.221640,31 (187),full,2,2,neither,neither,4,,,,7,,5,7,TEST_221
221,2025-09-04T13:40:32.221640,32 (100),left,0,3,neither,right,2,1,2,2,2,,4,,TEST_221
221,2025-09-04T12:58:21.221640,32 (100),right,1,3,right,neither,1,6,,5,,,,7,TEST_221
221,2025-09-04T12:48:25.221640,32 (100),full,2,1,left,left,5,7,4,3,2,3,3,3,TEST_221
221,2025-09-04T13:19:48.221640,33 (191),left,0,5,right,left,3,,,,,,,2,TEST_221
221,2025-09-04T13:33:31.221640,33 (191),right,1,4,neither,neither,1,,,,,1,3,2,TEST_221
221,2025-09-04T13:44:50.221640,33 (191),full,2,6,right,left,3,,5,1,5,4,,3,TEST_221
221,2025-09-04T13:15:24.221640,34 (163),left,0,4,right,left,4,3,,,7,,,7,TEST_221
221,2025-09-04T13:08:58.221640,34 (163),right,1,1,left,right,5,7,1,,,2,1,,TEST_221
221,2025-09-04T12:54:03.221640,34 (163),full,2,1,right,neither,5,3,4,6,,1,6,,TEST_221
221,2025-09-04T12:59:29.221640,35 (186),left,0,6,left,left,5,4,,,,2,6,,TEST_221
221,2025-09-04T12:52:29.221640,35 (186),right,1,2,left,neither,3,,,,,1,4,,TEST_221
221,2025-09-04T13:44:48.221640,35 (186),full,2,4,left,left,2,6,6,,4,,5,7,TEST_221
