pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
215,2025-08-27T13:45:24.221640,1 (100),left,0,6,left,neither,7,5,1,3,7,,,,TEST_215
215,2025-08-27T13:12:01.221640,1 (100),right,1,6,left,neither,3,6,,2,,3,4,1,TEST_215
215,2025-08-27T13:12:16.221640,1 (100),full,2,7,neither,right,2,7,3,3,2,4,,4,TEST_215
215,2025-08-27T14:04:42.221640,2 (186),left,0,4,right,right,6,4,,,,1,,,TEST_215
215,2025-08-27T14:02:48.221640,2 (186),right,1,2,neither,right,3,,,,1,,,5,TEST_215
215,2025-08-27T13:10:39.221640,2 (186),full,2,4,neither,right,5,,,2,2,,,,TEST_215
215,2025-08-27T13:18:59.221640,3 (161),left,0,5,neither,right,7,,,,,7,,,TEST_215
215,2025-08-27T13:41:46.221640,3 (161),right,1,5,left,left,3,,5,,,6,,2,TEST_215
215,2025-08-27T13:39:31.221640,3 (161),full,2,3,left,right,7,,6,,5,,,1,TEST_215
215,2025-08-27T13:11:57.221640,4 (160),left,0,2,right,right,4,1,7,,,3,2,,TEST_215
215,2025-08-27T13:56:55.221640,4 (160),right,1,1,left,left,2,1,5,,,4,,2,TEST_215
215,2025-08-27T13:41:57.221640,4 (160),full,2,3,left,right,6,,2,,,,,2,TEST_215
215,2025-08-27T13:34:22.221640,5 (105),left,0,4,right,left,7,7,,,,5,,,TEST_215
215,2025-08-27T14:05:40.221640,5 (105),right,1,1,left,right,7,,1,,7,3,,2,TEST_215
215,2025-08-27T13:14:32.221640,5 (105),full,2,6,right,left,3,,1,,,3,5,,TEST_215
215,2025-08-27T13:56:46.221640,6 (103),left,0,4,right,left,1,,,,1,,,2,TEST_215
215,2025-08-27T13:28:24.221640,6 (103),right,1,3,right,right,5,7,5,4,3,2,,2,TEST_215
215,2025-08-27T13:49:20.221640,6 (103),full,2,3,right,right,3,,3,,1,6,,3,TEST_215
215,2025-08-27T13:19:18.221640,7 (124),left,0,1,neither,right,7,,5,,2,5,1,3,TEST_215
215,2025-08-27T13:09:55.221640,7 (124),right,1,3,neither,neither,5,3,7,1,,2,,,TEST_215
215,2025-08-27T13:55:34.221640,7 (124),full,2,6,neither,neither,3,,,,,2,5,1,TEST_215
