pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
233,2025-08-28T03:44:31.221640,1 (104),left,0,5,right,right,1,,2,3,5,,,,TEST_233
233,2025-08-28T03:46:37.221640,1 (104),right,1,5,right,neither,3,,7,,1,,,7,TEST_233
233,2025-08-28T04:16:22.221640,1 (104),full,2,6,right,left,3,,3,,,6,,7,TEST_233
233,2025-08-28T03:55:47.221640,2 (163),left,0,5,neither,neither,3,,3,6,,5,3,1,TEST_233
233,2025-08-28T04:08:30.221640,2 (163),right,1,5,left,right,5,,,,,,5,,TEST_233
233,2025-08-28T03:34:36.221640,2 (163),full,2,5,neither,left,1,,,,2,,3,,TEST_233
233,2025-08-28T04:05:22.221640,3 (121),left,0,3,right,neither,3,5,,6,2,4,5,,TEST_233
233,2025-08-28T03:54:51.221640,3 (121),right,1,7,neither,left,4,,,,2,6,2,4,TEST_233
233,2025-08-28T04:04:19.221640,3 (121),full,2,5,neither,left,5,4,,6,1,,,,TEST_233
233,2025-08-28T04:09:43.221640,4 (153),left,0,2,right,left,7,1,,,,,,,TEST_233
233,2025-08-28T03:37:23.221640,4 (153),right,1,1,neither,right,7,,,,,,2,2,TEST_233
233,2025-08-28T04:03:03.221640,4 (153),full,2,5,right,right,4,,,,5,,,3,TEST_233
233,2025-08-28T04:19:24.221640,5 (160),left,0,6,left,left,2,,1,,1,,2,4,TEST_233
233,2025-08-28T03:54:54.221640,5 (160),right,1,6,left,neither,2,,4,5,,2,6,3,TEST_233
233,2025-08-28T04:00:04.221640,5 (160),full,2,4,neither,left,5,,,,4,,3,6,TEST_233
233,2025-08-28T03:55:30.221640,6 (140),left,0,1,left,right,3,,,,,,,,TEST_233
233,2025-08-28T03:35:09.221640,6 (140),right,1,4,neither,right,2,6,2,,,2,,,TEST_233
233,2025-08-28T03:57:11.221640,6 (140),full,2,6,neither,neither,7,4,3,1,,,,5,TEST_233
233,2025-08-28T04:27:38.221640,7 (127),left,0,3,left,left,6,,,1,1,4,,4,TEST_233
233,2025-08-28T04:21:17.221640,7 (127),right,1,2,neither,right,4,,1,2,2,2,,,TEST_233
233,2025-08-28T03:59:49.221640,7 (127),full,2,6,left,right,3,4,,7,5,7,,1,TEST_233
233,2025-08-28T03:40:22.221640,8 (179),left,0,1,left,neither,6,1,5,,,,4,,TEST_233
233,2025-08-28T04:29:07.221640,8 (179),right,1,1,right,right,7,,2,,,,,2,TEST_233
