pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
234,2025-09-03T06:41:18.221640,1 (185),left,0,6,right,right,4,4,7,1,,7,3,5,TEST_234
234,2025-09-03T06:19:44.221640,1 (185),right,1,3,left,left,3,1,6,,6,3,7,5,TEST_234
234,2025-09-03T06:02:53.221640,1 (185),full,2,1,right,neither,6,,,4,7,3,,7,TEST_234
234,2025-09-03T05:54:32.221640,2 (190),left,0,1,right,neither,1,2,,1,6,3,2,,TEST_234
234,2025-09-03T05:50:17.221640,2 (190),right,1,5,neither,neither,1,,1,,7,1,4,1,TEST_234
234,2025-09-03T05:58:40.221640,2 (190),full,2,2,left,neither,1,,6,,,5,4,1,TEST_234
234,2025-09-03T06:31:48.221640,3 (199),left,0,1,right,left,7,7,,4,,5,7,6,TEST_234
234,2025-09-03T06:26:06.221640,3 (199),right,1,4,neither,left,4,,7,,7,3,,7,TEST_234
234,2025-09-03T06:06:42.221640,3 (199),full,2,3,right,right,2,,,,,3,6,,TEST_234
234,2025-09-03T06:10:41.221640,4 (173),left,0,3,neither,left,2,,3,3,2,,,,TEST_234
234,2025-09-03T06:02:43.221640,4 (173),right,1,2,left,left,1,4,7,7,,,,6,TEST_234
234,2025-09-03T06:36:00.221640,4 (173),full,2,2,right,right,7,4,,,3,2,,4,TEST_234
234,2025-09-03T06:30:58.221640,5 (135),left,0,3,right,neither,1,4,,,5,4,1,2,TEST_234
234,2025-09-03T06:16:14.221640,5 (135),right,1,4,left,neither,7,4,,2,,2,,,TEST_234
234,2025-09-03T06:48:33.221640,5 (135),full,2,3,left,neither,4,,,6,3,,3,,TEST_234
234,2025-09-03T06:23:51.221640,6 (144),left,0,4,left,right,6,,4,,,3,,,TEST_234
234,2025-09-03T06:24:37.221640,6 (144),right,1,5,left,right,7,,,,7,4,,5,TEST_234
234,2025-09-03T06:02:05.221640,6 (144),full,2,3,right,left,4,7,,,3,6,,,TEST_234
234,2025-09-03T06:34:38.221640,7 (153),left,0,3,neither,right,3,6,,6,1,4,6,4,TEST_234
234,2025-09-03T06:17:19.221640,7 (153),right,1,1,neither,left,7,,,,6,,,,TEST_234
234,2025-09-03T06:38:54.221640,7 (153),full,2,3,neither,left,2,,2,,2,4,,,TEST_234
234,2025-09-03T06:25:19.221640,8 (137),left,0,4,neither,left,6,,,3,,6,2,,TEST_234
234,2025-09-03T05:53:22.221640,8 (137),right,1,7,neither,left,7,,,2,4,1,4,1,TEST_234
234,2025-09-03T05:58:16.221640,8 (137),full,2,4,neither,neither,4,,4,,,,4,,TEST_234
234,2025-09-03T06:25:44.221640,9 (190),left,0,3,left,left,6,6,,,4,,5,6,TEST_234
234,2025-09-03T06:02:09.221640,9 (190),right,1,6,right,neither,3,,6,,,,6,,TEST_234
234,2025-09-03T05:54:49.221640,9 (190),full,2,2,right,right,6,2,,,7,3,,3,TEST_234
234,2025-09-03T05:59:54.221640,10 (173),left,0,6,neither,neither,6,,,4,,,2,7,TEST_234
234,2025-09-03T06:18:01.221640,10 (173),right,1,7,neither,neither,5,1,,5,1,1,6,,TEST_234
234,2025-09-03T05:49:27.221640,10 (173),full,2,3,neither,neither,4,1,1,,2,,,,TEST_234
234,2025-09-03T06:43:20.221640,11 (146),left,0,1,left,right,6,,7,1,,,,,TEST_234
234,2025-09-03T06:25:59.221640,11 (146),right,1,1,right,left,7,,6,4,,2,,,TEST_234
234,2025-09-03T06:21:33.221640,11 (146),full,2,4,left,neither,1,,,,2,7,7,3,TEST_234
234,2025-09-03T06:42:46.221640,12 (130),left,0,5,left,right,1,7,6,6,,1,2,,TEST_234
234,2025-09-03T05:50:51.221640,12 (130),right,1,1,right,left,7,5,5,1,2,1,,6,TEST_234
234,2025-09-03T05:57:32.221640,12 (130),full,2,5,left,neither,6,,7,,,2,6,4,TEST_234
234,2025-09-03T06:31:17.221640,13 (173),left,0,3,right,right,3,2,,5,,7,2,,TEST_234
234,2025-09-03T06:46:52.221640,13 (173),right,1,1,neither,left,6,,,,,,1,,TEST_234
234,2025-09-03T06:05:17.221640,13 (173),full,2,6,right,right,7,6,,,6,,4,5,TEST_234
234,2025-09-03T06:13:53.221640,14 (193),left,0,5,left,neither,5,,,4,6,4,,1,TEST_234
234,2025-09-03T06:37:15.221640,14 (193),right,1,7,left,left,7,5,6,,,,7,,TEST_234
234,2025-09-03T06:29:43.221640,14 (193),full,2,3,right,right,4,,,,,,,6,TEST_234
234,2025-09-03T06:46:08.221640,15 (125),left,0,5,left,right,3,7,,,,,,,TEST_234
234,2025-09-03T05:49:38.221640,15 (125),right,1,3,neither,left,2,,1,,7,5,,,TEST_234
234,2025-09-03T05:55:32.221640,15 (125),full,2,3,neither,right,1,1,,5,2,,,1,TEST_234
234,2025-09-03T06:45:13.221640,16 (182),left,0,5,left,neither,7,7,,2,5,,,3,TEST_234
234,2025-09-03T06:40:46.221640,16 (182),right,1,5,neither,neither,7,,2,,,2,3,4,TEST_234
234,2025-09-03T06:22:06.221640,16 (182),full,2,6,left,left,3,7,3,,,6,,6,TEST_234
234,2025-09-03T06:19:25.221640,17 (167),left,0,2,right,right,4,,1,1,,,,,TEST_234
234,2025-09-03T06:14:09.221640,17 (167),right,1,4,left,neither,4,,,4,2,6,,5,TEST_234
234,2025-09-03T06:06:56.221640,17 (167),full,2,1,right,neither,4,3,,,3,6,,,TEST_234
234,2025-09-03T05:56:14.221640,18 (122),left,0,7,neither,right,5,,1,2,5,,4,,TEST_234
234,2025-09-03T06:16:43.221640,18 (122),right,1,1,left,right,4,,,,3,,,3,TEST_234
234,2025-09-03T06:45:52.221640,18 (122),full,2,6,left,neither,3,3,,7,5,,,1,TEST_234
234,2025-09-03T06:29:19.221640,19 (167),left,0,7,right,right,5,1,2,4,6,,,,TEST_234
234,2025-09-03T06:11:48.221640,19 (167),right,1,2,right,neither,7,5,6,,,,3,,TEST_234
234,2025-09-03T06:24:07.221640,19 (167),full,2,6,right,left,4,1,,7,5,2,3,,TEST_234
234,2025-09-03T05:49:50.221640,20 (157),left,0,5,right,neither,1,,2,4,,,,4,TEST_234
234,2025-09-03T06:37:18.221640,20 (157),right,1,4,left,left,3,,1,7,,4,,4,TEST_234
234,2025-09-03T06:17:44.221640,20 (157),full,2,2,right,left,3,6,2,,,1,2,,TEST_234
234,2025-09-03T06:50:06.221640,21 (104),left,0,2,left,left,6,,,4,,,5,1,TEST_234
234,2025-09-03T05:49:11.221640,21 (104),right,1,2,right,neither,2,,4,2,3,,,3,TEST_234
234,2025-09-03T06:32:16.221640,21 (104),full,2,4,right,right,6,5,6,,7,4,4,,TEST_234
234,2025-09-03T06:33:24.221640,22 (139),left,0,5,left,right,3,4,,2,,3,,6,TEST_234
234,2025-09-03T06:06:44.221640,22 (139),right,1,2,neither,left,4,6,,4,,,,,TEST_234
234,2025-09-03T05:50:54.221640,22 (139),full,2,6,right,left,4,2,3,,6,4,6,,TEST_234
234,2025-09-03T05:54:46.221640,23 (195),left,0,6,left,neither,4,6,,6,3,,7,6,TEST_234
234,2025-09-03T06:33:53.221640,23 (195),right,1,7,right,neither,4,,,,,,5,6,TEST_234
234,2025-09-03T06:05:21.221640,23 (195),full,2,3,right,right,2,,,,3,,4,,TEST_234
234,2025-09-03T06:25:22.221640,24 (159),left,0,6,right,left,3,,,,,,,,TEST_234
234,2025-09-03T06:16:26.221640,24 (159),right,1,2,left,right,4,1,,,4,,,5,TEST_234
234,2025-09-03T05:50:46.221640,24 (159),full,2,4,left,right,2,,2,,3,,,6,TEST_234
234,2025-09-03T05:56:42.221640,25 (144),left,0,2,right,neither,2,,2,5,1,,,2,TEST_234
234,2025-09-03T06:38:05.221640,25 (144),right,1,4,right,neither,6,,5,,,5,2,,TEST_234
234,2025-09-03T06:34:03.221640,25 (144),full,2,7,neither,left,4,,,4,,6,7,6,TEST_234
234,2025-09-03T06:01:23.221640,26 (139),left,0,6,left,right,4,,,1,,5,7,6,TEST_234
234,2025-09-03T06:30:00.221640,26 (139),right,1,4,right,right,5,4,4,7,6,,1,7,TEST_234
234,2025-09-03T05:56:30.221640,26 (139),full,2,5,left,right,4,1,,,7,6,5,,TEST_234
234,2025-09-03T06:12:23.221640,27 (109),left,0,7,neither,right,4,,,,,,,,TEST_234
234,2025-09-03T06:26:36.221640,27 (109),right,1,5,neither,right,5,2,4,2,,,,,TEST_234
234,2025-09-03T06:21:17.221640,27 (109),full,2,6,left,right,1,5,4,6,6,6,3,,TEST_234
234,2025-09-03T06:14:14.221640,28 (113),left,0,5,right,right,3,,,5,5,,,3,TEST_234
234,2025-09-03T06:33:22.221640,28 (113),right,1,5,right,right,7,7,,4,3,,,,TEST_234
234,2025-09-03T06:34:25.221640,28 (113),full,2,3,right,right,2,,7,2,,,2,2,TEST_234
234,2025-09-03T06:40:41.221640,29 (167),left,0,7,right,neither,6,6,4,3,4,6,7,,TEST_234
234,2025-09-03T06:27:20.221640,29 (167),right,1,5,right,neither,4,3,7,,1,6,3,,TEST_234
234,2025-09-03T05:52:22.221640,29 (167),full,2,3,right,right,6,6,3,,2,,,,TEST_234
234,2025-09-03T06:35:33.221640,30 (176),left,0,6,neither,right,6,,4,1,7,6,,,TEST_234
234,2025-09-03T06:18:37.221640,30 (176),right,1,2,left,left,7,,,,4,4,,,TEST_234
234,2025-09-03T06:36:30.221640,30 (176),full,2,1,neither,right,1,,,3,,5,5,3,TEST_234
234,2025-09-03T06:47:26.221640,31 (106),left,0,6,left,neither,4,7,3,2,3,,6,,TEST_234
234,2025-09-03T05:55:51.221640,31 (106),right,1,3,neither,left,6,,,4,4,,,5,TEST_234
234,2025-09-03T05:51:27.221640,31 (106),full,2,4,neither,neither,5,5,7,1,7,,4,,TEST_234
234,2025-09-03T06:02:32.221640,32 (105),left,0,4,right,right,7,,,3,6,,6,6,TEST_234
234,2025-09-03T06:01:36.221640,32 (105),right,1,6,right,neither,7,7,,,4,,6,4,TEST_234
234,2025-09-03T06:22:35.221640,32 (105),full,2,1,right,left,6,5,,,,,2,,TEST_234
234,2025-09-03T06:23:18.221640,33 (107),left,0,4,neither,right,3,1,,3,4,3,7,6,TEST_234
234,2025-09-03T06:14:05.221640,33 (107),right,1,1,left,right,7,,5,,2,,,,TEST_234
234,2025-09-03T06:26:03.221640,33 (107),full,2,3,neither,left,7,,7,7,4,,6,5,TEST_234
234,2025-09-03T06:33:24.221640,34 (158),left,0,3,left,right,5,,,2,,,,5,TEST_234
234,2025-09-03T05:51:56.221640,34 (158),right,1,1,left,right,5,,1,5,,,,4,TEST_234
234,2025-09-03T06:44:44.221640,34 (158),full,2,2,right,left,4,5,,5,,3,,5,TEST_234
234,2025-09-03T05:52:44.221640,35 (173),left,0,4,neither,neither,2,6,6,,2,3,,,TEST_234
234,2025-09-03T06:05:00.221640,35 (173),right,1,6,left,neither,4,,,5,3,,,,TEST_234
234,2025-09-03T06:16:12.221640,35 (173),full,2,1,left,right,6,,,,,,,4,TEST_234
