pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
206,2025-09-01T20:33:27.221640,1 (130),left,0,3,right,left,4,,3,6,,,2,,TEST_206
206,2025-09-01T20:11:35.221640,1 (130),right,1,5,left,right,3,,7,4,6,1,,,TEST_206
206,2025-09-01T20:34:12.221640,1 (130),full,2,2,left,left,4,,,3,1,5,,1,TEST_206
206,2025-09-01T19:58:21.221640,2 (114),left,0,4,right,left,2,3,2,,,,,6,TEST_206
206,2025-09-01T20:03:22.221640,2 (114),right,1,1,right,left,5,,4,5,,,6,,TEST_206
206,2025-09-01T20:54:23.221640,2 (114),full,2,5,right,neither,3,2,,5,5,,1,7,TEST_206
206,2025-09-01T20:29:28.221640,3 (149),left,0,1,right,left,5,7,,,6,1,,,TEST_206
206,2025-09-01T19:59:40.221640,3 (149),right,1,5,neither,right,7,3,,1,,6,7,6,TEST_206
206,2025-09-01T20:24:39.221640,3 (149),full,2,2,right,neither,4,,7,6,3,,,6,TEST_206
206,2025-09-01T20:19:10.221640,4 (170),left,0,3,right,left,7,,,2,1,,,6,TEST_206
206,2025-09-01T20:10:42.221640,4 (170),right,1,6,left,left,1,5,2,,2,6,1,4,TEST_206
206,2025-09-01T20:38:09.221640,4 (170),full,2,3,neither,left,7,4,2,,,4,,,TEST_206
206,2025-09-01T20:45:24.221640,5 (162),left,0,6,left,left,7,6,,1,,,,,TEST_206
206,2025-09-01T20:36:11.221640,5 (162),right,1,7,neither,right,7,7,5,5,4,6,3,1,TEST_206
206,2025-09-01T20:45:08.221640,5 (162),full,2,6,left,left,2,6,,,,,,,TEST_206
206,2025-09-01T20:02:53.221640,6 (166),left,0,3,right,neither,5,2,,3,6,5,7,6,TEST_206
206,2025-09-01T20:08:18.221640,6 (166),right,1,5,right,right,7,1,1,7,,,2,,TEST_206
206,2025-09-01T20:14:46.221640,6 (166),full,2,2,right,neither,5,,,,7,1,,2,TEST_206
206,2025-09-01T20:09:20.221640,7 (115),left,0,5,left,right,1,,,4,5,1,2,,TEST_206
206,2025-09-01T20:08:03.221640,7 (115),right,1,4,neither,left,6,5,,5,,,,,TEST_206
206,2025-09-01T20:39:59.221640,7 (115),full,2,7,left,left,3,,,2,,5,1,,TEST_206
206,2025-09-01T20:08:20.221640,8 (102),left,0,7,left,neither,2,,,1,2,6,,,TEST_206
206,2025-09-01T20:17:18.221640,8 (102),right,1,4,left,right,3,5,5,,,3,5,2,TEST_206
206,2025-09-01T20:06:59.221640,8 (102),full,2,6,left,left,6,,2,4,6,1,,,TEST_206
206,2025-09-01T20:38:40.221640,9 (104),left,0,3,left,left,1,,,1,7,,6,,TEST_206
