pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
211,2025-08-29T13:13:40.221640,1 (163),left,0,5,right,neither,3,3,,,,2,4,4,TEST_211
211,2025-08-29T14:07:52.221640,1 (163),right,1,7,neither,right,2,,,,7,,4,6,TEST_211
211,2025-08-29T13:13:50.221640,1 (163),full,2,4,right,right,6,7,1,5,6,,,,TEST_211
211,2025-08-29T13:14:52.221640,2 (179),left,0,1,neither,left,6,1,,,3,,7,,TEST_211
211,2025-08-29T13:16:34.221640,2 (179),right,1,7,left,neither,2,,7,4,,3,,,TEST_211
211,2025-08-29T14:11:45.221640,2 (179),full,2,7,left,right,1,4,,5,1,,4,,TEST_211
211,2025-08-29T13:19:51.221640,3 (151),left,0,3,neither,left,2,,,,,1,,,TEST_211
211,2025-08-29T13:54:11.221640,3 (151),right,1,1,right,right,5,1,4,6,,1,5,,TEST_211
211,2025-08-29T13:35:35.221640,3 (151),full,2,4,neither,neither,6,,4,2,3,,,6,TEST_211
211,2025-08-29T13:48:34.221640,4 (152),left,0,7,neither,left,2,,6,,2,3,2,3,TEST_211
211,2025-08-29T13:19:46.221640,4 (152),right,1,4,right,right,7,,2,,2,4,6,,TEST_211
211,2025-08-29T13:15:45.221640,4 (152),full,2,1,neither,left,1,,7,,6,,4,6,TEST_211
211,2025-08-29T13:29:20.221640,5 (127),left,0,3,right,neither,1,,3,,,,4,,TEST_211
211,2025-08-29T13:40:53.221640,5 (127),right,1,4,right,neither,7,,,7,1,6,,,TEST_211
211,2025-08-29T13:22:06.221640,5 (127),full,2,3,left,right,3,,,1,3,,7,,TEST_211
211,2025-08-29T13:25:18.221640,6 (179),left,0,2,left,left,4,1,,,6,,4,,TEST_211
211,2025-08-29T13:26:30.221640,6 (179),right,1,6,left,right,1,,,,5,,,6,TEST_211
211,2025-08-29T14:10:26.221640,6 (179),full,2,1,left,neither,4,4,4,,,2,,,TEST_211
211,2025-08-29T13:57:45.221640,7 (165),left,0,4,right,left,3,1,3,,3,1,2,5,TEST_211
211,2025-08-29T13:51:12.221640,7 (165),right,1,2,left,right,3,,,2,6,,,,TEST_211
