pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
241,2025-08-30T02:50:32.221640,1 (199),left,0,5,neither,right,2,,5,5,,7,,,TEST_241
241,2025-08-30T02:41:45.221640,1 (199),right,1,4,left,right,3,,,,,7,,7,TEST_241
241,2025-08-30T02:58:11.221640,1 (199),full,2,6,left,right,3,5,,5,6,2,,4,TEST_241
241,2025-08-30T02:30:32.221640,2 (163),left,0,1,right,left,4,,7,,7,6,,,TEST_241
241,2025-08-30T02:55:38.221640,2 (163),right,1,7,right,neither,3,,,6,,1,,,TEST_241
241,2025-08-30T02:22:54.221640,2 (163),full,2,4,neither,neither,7,,,,4,7,4,4,TEST_241
241,2025-08-30T02:43:12.221640,3 (104),left,0,5,neither,right,4,,,,,,3,,TEST_241
241,2025-08-30T02:45:26.221640,3 (104),right,1,3,right,left,6,4,4,5,6,,3,,TEST_241
241,2025-08-30T02:28:09.221640,3 (104),full,2,4,right,right,7,7,1,,6,7,4,,TEST_241
241,2025-08-30T02:40:23.221640,4 (143),left,0,3,neither,left,2,2,1,5,,5,5,,TEST_241
241,2025-08-30T03:05:26.221640,4 (143),right,1,4,neither,left,3,5,,,,,2,,TEST_241
241,2025-08-30T02:32:49.221640,4 (143),full,2,3,right,right,4,,3,7,1,4,,7,TEST_241
241,2025-08-30T02:27:12.221640,5 (137),left,0,7,right,neither,5,2,1,4,7,5,3,,TEST_241
241,2025-08-30T02:36:29.221640,5 (137),right,1,4,right,neither,2,,7,4,,3,6,,TEST_241
241,2025-08-30T02:51:03.221640,5 (137),full,2,1,right,neither,3,5,2,4,7,6,2,,TEST_241
241,2025-08-30T02:56:53.221640,6 (134),left,0,3,neither,right,1,,,,,,3,,TEST_241
241,2025-08-30T02:46:02.221640,6 (134),right,1,7,left,right,6,2,6,3,7,,2,6,TEST_241
241,2025-08-30T03:05:37.221640,6 (134),full,2,3,left,left,2,,1,,7,4,2,5,TEST_241
241,2025-08-30T02:42:36.221640,7 (157),left,0,2,neither,neither,1,,1,4,,,4,,TEST_241
241,2025-08-30T02:28:08.221640,7 (157),right,1,6,right,neither,7,4,,6,5,1,,,TEST_241
241,2025-08-30T02:38:37.221640,7 (157),full,2,4,neither,left,2,,,7,,,4,,TEST_241
241,2025-08-30T02:57:38.221640,8 (122),left,0,4,right,left,4,,,4,7,,,6,TEST_241
241,2025-08-30T03:12:24.221640,8 (122),right,1,3,neither,neither,2,5,,4,,,4,,TEST_241
241,2025-08-30T02:55:46.221640,8 (122),full,2,2,right,left,6,,1,2,1,,7,,TEST_241
241,2025-08-30T03:10:48.221640,9 (163),left,0,4,right,left,1,2,,,6,,,1,TEST_241
241,2025-08-30T02:40:30.221640,9 (163),right,1,4,left,neither,2,3,,6,2,3,1,2,TEST_241
241,2025-08-30T02:13:43.221640,9 (163),full,2,3,neither,left,4,2,,,,,,,TEST_241
241,2025-08-30T02:56:30.221640,10 (179),left,0,2,neither,right,7,,6,,,,,7,TEST_241
241,2025-08-30T02:30:48.221640,10 (179),right,1,5,neither,left,1,,,5,5,,,,TEST_241
241,2025-08-30T03:07:33.221640,10 (179),full,2,7,right,neither,3,1,5,3,7,,7,,TEST_241
241,2025-08-30T02:57:00.221640,11 (122),left,0,5,left,neither,1,5,6,,,,,,TEST_241
241,2025-08-30T02:19:24.221640,11 (122),right,1,5,left,neither,5,6,6,2,,2,1,,TEST_241
241,2025-08-30T02:37:39.221640,11 (122),full,2,3,neither,neither,6,,3,6,,,7,,TEST_241
241,2025-08-30T02:44:05.221640,12 (141),left,0,3,neither,left,4,,4,1,,1,2,1,TEST_241
241,2025-08-30T02:46:03.221640,12 (141),right,1,3,neither,right,7,,5,,,4,,,TEST_241
241,2025-08-30T02:32:48.221640,12 (141),full,2,6,neither,right,4,3,5,5,,6,,2,TEST_241
241,2025-08-30T02:40:20.221640,13 (184),left,0,2,right,right,2,,,,,,4,4,TEST_241
241,2025-08-30T02:36:14.221640,13 (184),right,1,3,neither,right,3,,6,7,,7,,,TEST_241
241,2025-08-30T03:10:48.221640,13 (184),full,2,6,left,right,3,,6,1,,7,1,,TEST_241
241,2025-08-30T02:57:27.221640,14 (163),left,0,3,neither,right,4,3,,,,2,4,,TEST_241
241,2025-08-30T02:33:17.221640,14 (163),right,1,4,right,left,4,6,6,,,,,3,TEST_241
241,2025-08-30T02:14:22.221640,14 (163),full,2,6,left,left,5,3,7,,,5,5,,TEST_241
241,2025-08-30T02:43:03.221640,15 (147),left,0,3,right,neither,2,,1,3,,7,4,,TEST_241
241,2025-08-30T02:30:39.221640,15 (147),right,1,1,left,neither,3,,,,6,,5,4,TEST_241
241,2025-08-30T02:38:17.221640,15 (147),full,2,4,left,right,2,4,5,3,2,,2,3,TEST_241
241,2025-08-30T02:51:50.221640,16 (181),left,0,1,neither,left,2,,,,,,3,5,TEST_241
241,2025-08-30T03:05:33.221640,16 (181),right,1,4,right,right,1,5,,1,1,3,,6,TEST_241
241,2025-08-30T02:58:02.221640,16 (181),full,2,3,right,left,4,,,,2,,,,TEST_241
241,2025-08-30T02:16:26.221640,17 (102),left,0,1,neither,left,5,,,,,5,,,TEST_241
241,2025-08-30T02:49:17.221640,17 (102),right,1,6,neither,neither,2,,5,5,1,6,,,TEST_241
241,2025-08-30T02:32:13.221640,17 (102),full,2,6,neither,left,3,,1,6,2,,3,1,TEST_241
241,2025-08-30T02:18:27.221640,18 (193),left,0,5,neither,neither,5,,,5,,5,,6,TEST_241
