pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
264,2025-09-05T08:56:42.221640,1 (113),left,0,3,neither,neither,6,6,3,4,3,4,,5,TEST_264
264,2025-09-05T08:49:17.221640,1 (113),right,1,3,left,neither,1,,4,,,,4,1,TEST_264
264,2025-09-05T09:32:05.221640,1 (113),full,2,1,left,left,6,,4,4,,6,3,3,TEST_264
264,2025-09-05T09:13:49.221640,2 (116),left,0,1,right,right,2,3,4,5,,2,,,TEST_264
264,2025-09-05T08:55:09.221640,2 (116),right,1,2,left,right,3,,,,,6,1,,TEST_264
264,2025-09-05T09:25:30.221640,2 (116),full,2,3,right,right,5,,,,3,4,3,,TEST_264
264,2025-09-05T08:54:55.221640,3 (195),left,0,3,neither,left,5,1,,,,,4,,TEST_264
264,2025-09-05T09:13:28.221640,3 (195),right,1,2,neither,right,6,,,3,6,,,,TEST_264
264,2025-09-05T08:46:54.221640,3 (195),full,2,3,right,left,4,,4,,,,,3,TEST_264
264,2025-09-05T08:41:25.221640,4 (157),left,0,3,neither,neither,2,,,3,6,1,2,,TEST_264
264,2025-09-05T08:52:33.221640,4 (157),right,1,6,right,right,6,2,1,1,2,,5,,TEST_264
264,2025-09-05T09:23:44.221640,4 (157),full,2,3,right,left,2,2,5,7,,,,,TEST_264
264,2025-09-05T09:26:43.221640,5 (108),left,0,2,left,neither,1,,,2,4,7,,3,TEST_264
264,2025-09-05T08:54:35.221640,5 (108),right,1,1,right,left,7,,,,,,6,5,TEST_264
264,2025-09-05T08:46:06.221640,5 (108),full,2,2,neither,left,4,3,1,4,,,,2,TEST_264
264,2025-09-05T09:16:29.221640,6 (105),left,0,2,left,left,6,3,,,,,,,TEST_264
264,2025-09-05T09:03:04.221640,6 (105),right,1,5,neither,neither,7,1,,5,,,,6,TEST_264
264,2025-09-05T08:43:05.221640,6 (105),full,2,1,right,right,1,,,,7,,,,TEST_264
264,2025-09-05T09:23:05.221640,7 (168),left,0,4,neither,left,1,,3,3,3,5,6,7,TEST_264
264,2025-09-05T09:22:00.221640,7 (168),right,1,1,left,left,1,1,,,7,,2,,TEST_264
264,2025-09-05T08:50:54.221640,7 (168),full,2,7,right,neither,5,,,5,,,,,TEST_264
