pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
263,2025-08-25T00:48:20.221640,1 (125),left,0,6,left,right,2,4,6,,,,,5,TEST_263
263,2025-08-25T00:41:37.221640,1 (125),right,1,2,left,right,2,5,2,,,,,7,TEST_263
263,2025-08-25T00:25:30.221640,1 (125),full,2,1,neither,right,4,3,,7,,2,,,TEST_263
263,2025-08-25T01:10:34.221640,2 (162),left,0,6,right,left,4,,6,3,,,,,TEST_263
263,2025-08-25T00:24:11.221640,2 (162),right,1,2,neither,neither,2,6,6,,1,,,,TEST_263
263,2025-08-25T00:23:10.221640,2 (162),full,2,6,right,left,6,4,,4,7,6,,,TEST_263
263,2025-08-25T00:15:18.221640,3 (108),left,0,1,right,neither,7,2,5,7,,,,3,TEST_263
263,2025-08-25T00:21:03.221640,3 (108),right,1,6,left,right,1,5,,,5,6,,,TEST_263
263,2025-08-25T00:59:54.221640,3 (108),full,2,1,left,neither,7,4,5,4,,1,,,TEST_263
263,2025-08-25T00:51:28.221640,4 (194),left,0,4,neither,left,4,3,2,,,,1,1,TEST_263
263,2025-08-25T00:21:29.221640,4 (194),right,1,3,neither,neither,5,2,3,,2,,,,TEST_263
263,2025-08-25T01:02:53.221640,4 (194),full,2,5,neither,left,3,6,2,,5,5,5,,TEST_263
263,2025-08-25T00:41:00.221640,5 (173),left,0,5,right,left,3,,2,,7,2,,2,TEST_263
263,2025-08-25T00:24:09.221640,5 (173),right,1,7,left,right,3,,,,7,,,,TEST_263
263,2025-08-25T00:45:54.221640,5 (173),full,2,4,right,neither,7,,7,,2,2,3,,TEST_263
263,2025-08-25T00:12:06.221640,6 (196),left,0,6,left,neither,6,2,,,,3,,2,TEST_263
263,2025-08-25T00:21:36.221640,6 (196),right,1,7,neither,neither,4,,7,4,,2,2,,TEST_263
263,2025-08-25T00:30:16.221640,6 (196),full,2,3,neither,left,4,7,7,,,,4,,TEST_263
263,2025-08-25T00:50:36.221640,7 (124),left,0,2,right,right,3,3,7,3,2,5,,1,TEST_263
263,2025-08-25T00:48:35.221640,7 (124),right,1,7,left,left,5,3,3,,,,6,,TEST_263
263,2025-08-25T00:32:48.221640,7 (124),full,2,2,neither,right,2,4,4,,,,4,,TEST_263
263,2025-08-25T00:11:51.221640,8 (121),left,0,6,right,left,7,6,,5,5,,6,,TEST_263
263,2025-08-25T00:20:36.221640,8 (121),right,1,6,right,neither,6,,1,1,6,1,2,7,TEST_263
263,2025-08-25T00:26:42.221640,8 (121),full,2,2,neither,left,3,,6,,,,,,TEST_263
263,2025-08-25T00:28:07.221640,9 (121),left,0,3,right,left,7,,7,4,7,4,5,3,TEST_263
