pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
205,2025-08-30T15:53:20.221640,1 (131),left,0,5,right,left,2,7,,4,7,5,,2,TEST_205
205,2025-08-30T16:11:35.221640,1 (131),right,1,5,left,right,1,7,,1,3,4,1,5,TEST_205
205,2025-08-30T16:25:09.221640,1 (131),full,2,1,neither,neither,6,3,7,,,4,5,,TEST_205
205,2025-08-30T15:58:36.221640,2 (123),left,0,6,left,neither,7,7,,4,7,,7,6,TEST_205
205,2025-08-30T15:57:43.221640,2 (123),right,1,1,neither,right,3,,4,,3,,,7,TEST_205
205,2025-08-30T16:33:28.221640,2 (123),full,2,5,neither,right,3,,,1,,,1,7,TEST_205
205,2025-08-30T16:07:32.221640,3 (153),left,0,6,left,left,2,,7,,6,7,3,,TEST_205
205,2025-08-30T16:27:32.221640,3 (153),right,1,6,right,left,3,,,3,4,,4,2,TEST_205
205,2025-08-30T15:45:58.221640,3 (153),full,2,6,left,right,4,3,7,7,,3,1,1,TEST_205
205,2025-08-30T16:25:15.221640,4 (119),left,0,6,left,neither,5,,,7,1,,,1,TEST_205
205,2025-08-30T15:52:52.221640,4 (119),right,1,1,right,left,3,,5,2,1,,4,2,TEST_205
205,2025-08-30T15:46:31.221640,4 (119),full,2,4,neither,right,3,5,1,,,,1,,TEST_205
205,2025-08-30T16:35:47.221640,5 (111),left,0,4,neither,neither,3,,3,7,,,4,,TEST_205
205,2025-08-30T16:06:52.221640,5 (111),right,1,7,neither,neither,3,4,7,1,4,,,1,TEST_205
205,2025-08-30T16:10:23.221640,5 (111),full,2,7,neither,right,5,,,4,,2,,1,TEST_205
205,2025-08-30T15:58:02.221640,6 (140),left,0,6,neither,neither,2,,3,,1,5,4,,TEST_205
205,2025-08-30T16:05:08.221640,6 (140),right,1,4,neither,right,6,,,7,2,,7,1,TEST_205
205,2025-08-30T16:10:19.221640,6 (140),full,2,2,left,left,4,3,2,6,3,3,,,TEST_205
205,2025-08-30T16:21:20.221640,7 (131),left,0,4,right,right,4,4,5,,6,,,1,TEST_205
205,2025-08-30T15:48:33.221640,7 (131),right,1,5,neither,neither,4,,5,5,,6,3,1,TEST_205
205,2025-08-30T15:57:20.221640,7 (131),full,2,1,left,left,3,,,,5,,7,,TEST_205
205,2025-08-30T15:46:24.221640,8 (129),left,0,7,left,right,1,6,5,,5,,,,TEST_205
205,2025-08-30T16:06:38.221640,8 (129),right,1,7,neither,right,6,6,5,,6,3,,,TEST_205
205,2025-08-30T15:46:24.221640,8 (129),full,2,7,left,left,2,,,,3,3,,,TEST_205
205,2025-08-30T16:32:22.221640,9 (145),left,0,7,left,right,2,,,4,7,,4,,TEST_205
205,2025-08-30T16:24:10.221640,9 (145),right,1,7,left,neither,4,,,,5,3,1,,TEST_205
205,2025-08-30T15:50:03.221640,9 (145),full,2,5,left,neither,7,7,,,2,,,7,TEST_205
205,2025-08-30T15:56:09.221640,10 (191),left,0,2,right,neither,2,5,6,2,,3,,3,TEST_205
205,2025-08-30T15:55:36.221640,10 (191),right,1,1,left,left,2,,2,,,,5,,TEST_205
205,2025-08-30T15:51:56.221640,10 (191),full,2,6,neither,right,2,4,,7,3,,,7,TEST_205
205,2025-08-30T15:46:42.221640,11 (196),left,0,3,left,neither,4,5,,,4,1,,,TEST_205
205,2025-08-30T16:27:51.221640,11 (196),right,1,2,left,neither,6,,2,4,,,,3,TEST_205
205,2025-08-30T15:44:58.221640,11 (196),full,2,4,right,right,3,,,7,,,2,,TEST_205
205,2025-08-30T16:41:15.221640,12 (188),left,0,7,neither,neither,3,6,,4,7,,2,7,TEST_205
205,2025-08-30T15:50:47.221640,12 (188),right,1,7,left,left,5,,2,,,,2,,TEST_205
205,2025-08-30T15:53:38.221640,12 (188),full,2,5,right,neither,5,4,,,6,5,4,3,TEST_205
205,2025-08-30T16:33:40.221640,13 (158),left,0,6,left,left,7,,5,7,,,2,,TEST_205
205,2025-08-30T16:07:01.221640,13 (158),right,1,6,left,right,5,,,7,,,,7,TEST_205
205,2025-08-30T15:52:38.221640,13 (158),full,2,3,right,neither,7,4,7,5,6,2,,,TEST_205
205,2025-08-30T15:56:31.221640,14 (143),left,0,7,neither,left,1,4,7,,,,4,2,TEST_205
205,2025-08-30T15:50:46.221640,14 (143),right,1,4,neither,neither,1,,,,7,,,,TEST_205
205,2025-08-30T15:59:28.221640,14 (143),full,2,5,left,left,3,,3,5,,,,,TEST_205
205,2025-08-30T16:16:53.221640,15 (139),left,0,7,left,neither,3,1,,5,1,,,,TEST_205
205,2025-08-30T16:14:30.221640,15 (139),right,1,6,neither,left,4,,7,,6,,,6,TEST_205
205,2025-08-30T16:26:58.221640,15 (139),full,2,5,right,right,1,5,6,1,3,,6,,TEST_205
205,2025-08-30T15:53:44.221640,16 (151),left,0,1,neither,left,3,,,1,,5,4,,TEST_205
205,2025-08-30T16:18:28.221640,16 (151),right,1,5,right,neither,1,,3,7,3,7,,6,TEST_205
205,2025-08-30T15:58:52.221640,16 (151),full,2,5,right,neither,6,,1,,7,2,,,TEST_205
205,2025-08-30T16:28:51.221640,17 (158),left,0,7,neither,neither,4,,,7,2,1,4,5,TEST_205
205,2025-08-30T16:13:30.221640,17 (158),right,1,2,right,neither,2,7,,6,1,,,4,TEST_205
205,2025-08-30T15:56:19.221640,17 (158),full,2,6,left,neither,3,,,,,6,,2,TEST_205
205,2025-08-30T15:50:44.221640,18 (100),left,0,5,left,neither,2,,7,,,,7,7,TEST_205
205,2025-08-30T16:34:31.221640,18 (100),right,1,2,right,neither,6,,,1,,2,,2,TEST_205
205,2025-08-30T16:31:17.221640,18 (100),full,2,4,neither,neither,5,,1,6,6,,3,,TEST_205
205,2025-08-30T16:22:57.221640,19 (117),left,0,1,right,right,3,,2,5,4,,,6,TEST_205
205,2025-08-30T15:47:49.221640,19 (117),right,1,7,left,right,4,,,7,6,4,,1,TEST_205
205,2025-08-30T16:02:42.221640,19 (117),full,2,2,right,right,1,1,,4,2,,,6,TEST_205
205,2025-08-30T15:58:24.221640,20 (153),left,0,4,right,left,6,7,,,,,,1,TEST_205
205,2025-08-30T16:23:35.221640,20 (153),right,1,2,right,right,2,,,,4,2,5,,TEST_205
205,2025-08-30T16:31:30.221640,20 (153),full,2,1,neither,left,1,2,3,5,6,,3,7,TEST_205
205,2025-08-30T16:38:05.221640,21 (142),left,0,6,right,left,5,1,,3,,7,,,TEST_205
205,2025-08-30T15:53:39.221640,21 (142),right,1,3,left,right,5,,,1,6,2,,,TEST_205
205,2025-08-30T16:33:23.221640,21 (142),full,2,3,left,left,6,1,2,5,,3,,,TEST_205
205,2025-08-30T16:21:21.221640,22 (156),left,0,1,left,right,2,6,,1,,,,6,TEST_205
205,2025-08-30T16:21:00.221640,22 (156),right,1,4,right,neither,5,,4,,,3,,,TEST_205
205,2025-08-30T16:20:25.221640,22 (156),full,2,3,neither,left,4,5,,,7,7,,2,TEST_205
205,2025-08-30T16:00:57.221640,23 (102),left,0,2,neither,right,4,,1,,6,,,,TEST_205
205,2025-08-30T16:01:37.221640,23 (102),right,1,3,neither,right,7,,,4,6,,,,TEST_205
205,2025-08-30T16:15:14.221640,23 (102),full,2,6,right,right,7,1,,,4,,2,,TEST_205
205,2025-08-30T16:04:45.221640,24 (106),left,0,2,left,neither,4,,1,5,1,5,4,,TEST_205
205,2025-08-30T16:00:51.221640,24 (106),right,1,3,right,right,5,4,4,,,,4,3,TEST_205
205,2025-08-30T16:19:58.221640,24 (106),full,2,1,neither,left,2,,,2,7,2,,4,TEST_205
205,2025-08-30T16:14:24.221640,25 (125),left,0,5,right,left,1,4,,5,,,1,7,TEST_205
205,2025-08-30T15:59:17.221640,25 (125),right,1,2,left,right,7,2,6,,1,2,4,5,TEST_205
205,2025-08-30T15:58:28.221640,25 (125),full,2,2,left,neither,5,,6,,,,4,,TEST_205
205,2025-08-30T16:05:11.221640,26 (124),left,0,2,right,right,6,,,6,1,,5,6,TEST_205
205,2025-08-30T16:38:59.221640,26 (124),right,1,2,left,right,1,,,1,2,1,5,,TEST_205
205,2025-08-30T15:48:32.221640,26 (124),full,2,3,left,neither,4,,2,1,,,,,TEST_205
205,2025-08-30T16:23:27.221640,27 (126),left,0,4,right,left,7,6,,5,,6,1,5,TEST_205
205,2025-08-30T16:09:44.221640,27 (126),right,1,5,left,left,7,1,7,,1,2,,,TEST_205
205,2025-08-30T16:14:35.221640,27 (126),full,2,3,left,left,7,,4,,,,2,,TEST_205
205,2025-08-30T15:54:58.221640,28 (136),left,0,2,right,neither,6,,,,2,5,,6,TEST_205
205,2025-08-30T16:31:09.221640,28 (136),right,1,5,left,left,7,,6,3,,6,,,TEST_205
205,2025-08-30T16:17:17.221640,28 (136),full,2,7,neither,neither,3,,,,,,2,,TEST_205
205,2025-08-30T15:54:22.221640,29 (122),left,0,6,left,left,6,4,,,,,5,,TEST_205
205,2025-08-30T16:33:39.221640,29 (122),right,1,4,right,right,7,7,7,2,3,3,,,TEST_205
205,2025-08-30T15:55:36.221640,29 (122),full,2,7,neither,right,3,2,,2,2,,4,7,TEST_205
205,2025-08-30T15:53:53.221640,30 (124),left,0,4,neither,neither,4,5,5,,,6,6,,TEST_205
