pid,timestamp,face_id,version,order_presented,trust_rating,masc_choice,fem_choice,emotion_rating,trust_q2,trust_q3,pers_q1,pers_q2,pers_q3,pers_q4,pers_q5,prolific_pid
231,2025-09-01T15:12:36.221640,1 (179),left,0,1,neither,neither,7,,,,,,7,,TEST_231
231,2025-09-01T15:56:53.221640,1 (179),right,1,4,neither,right,2,2,3,2,3,7,,5,TEST_231
231,2025-09-01T15:50:35.221640,1 (179),full,2,3,neither,neither,5,,4,5,3,6,5,2,TEST_231
231,2025-09-01T15:56:38.221640,2 (101),left,0,7,neither,left,1,4,5,,,,,,TEST_231
231,2025-09-01T15:32:48.221640,2 (101),right,1,5,right,left,5,,,,,,5,5,TEST_231
231,2025-09-01T15:32:36.221640,2 (101),full,2,7,right,left,2,4,4,7,5,,,4,TEST_231
231,2025-09-01T15:43:28.221640,3 (127),left,0,1,neither,neither,7,4,,3,7,3,,3,TEST_231
231,2025-09-01T15:49:28.221640,3 (127),right,1,2,neither,left,6,,,,,,,5,TEST_231
231,2025-09-01T15:24:33.221640,3 (127),full,2,5,left,right,7,,,5,,,,,TEST_231
231,2025-09-01T15:15:14.221640,4 (100),left,0,5,neither,neither,2,5,,5,,3,4,2,TEST_231
231,2025-09-01T15:21:03.221640,4 (100),right,1,5,left,left,3,6,4,,,,,,TEST_231
231,2025-09-01T15:38:07.221640,4 (100),full,2,5,left,left,6,,,5,1,,,,TEST_231
231,2025-09-01T15:28:41.221640,5 (200),left,0,7,neither,right,1,2,,,5,,,,TEST_231
231,2025-09-01T15:35:46.221640,5 (200),right,1,2,neither,right,5,,,,7,,,1,TEST_231
231,2025-09-01T15:44:41.221640,5 (200),full,2,1,right,left,1,5,,,,4,,,TEST_231
231,2025-09-01T16:10:42.221640,6 (182),left,0,3,neither,right,6,,,,,2,2,6,TEST_231
231,2025-09-01T15:23:16.221640,6 (182),right,1,1,right,neither,5,3,,,3,,,,TEST_231
231,2025-09-01T15:42:04.221640,6 (182),full,2,2,right,neither,7,6,,,,6,4,,TEST_231
231,2025-09-01T16:06:03.221640,7 (171),left,0,6,right,neither,6,4,6,,4,7,5,2,TEST_231
231,2025-09-01T15:40:40.221640,7 (171),right,1,7,neither,right,5,,,,,,2,,TEST_231
231,2025-09-01T15:49:19.221640,7 (171),full,2,5,right,right,6,7,,1,,,4,,TEST_231
231,2025-09-01T15:15:56.221640,8 (115),left,0,5,right,right,4,5,,,,,,3,TEST_231
231,2025-09-01T15:56:04.221640,8 (115),right,1,4,left,left,2,6,4,,,3,,4,TEST_231
231,2025-09-01T15:37:06.221640,8 (115),full,2,7,left,left,6,5,,3,,,,,TEST_231
231,2025-09-01T15:13:11.221640,9 (151),left,0,2,left,left,6,,,7,,,7,,TEST_231
231,2025-09-01T15:31:06.221640,9 (151),right,1,6,neither,left,3,,5,,2,,,1,TEST_231
231,2025-09-01T16:06:13.221640,9 (151),full,2,3,left,neither,2,,4,,,,7,1,TEST_231
231,2025-09-01T15:34:55.221640,10 (147),left,0,2,right,neither,3,,5,1,1,3,4,7,TEST_231
231,2025-09-01T15:37:15.221640,10 (147),right,1,6,left,left,3,5,7,,6,,,,TEST_231
231,2025-09-01T15:24:07.221640,10 (147),full,2,4,neither,neither,3,3,7,,1,7,,,TEST_231
231,2025-09-01T15:38:03.221640,11 (191),left,0,7,neither,right,6,6,,7,,6,2,,TEST_231
231,2025-09-01T15:20:54.221640,11 (191),right,1,1,neither,right,7,5,4,7,,1,,2,TEST_231
231,2025-09-01T15:44:48.221640,11 (191),full,2,7,left,neither,1,,,3,4,3,2,4,TEST_231
231,2025-09-01T16:07:08.221640,12 (142),left,0,3,left,neither,7,,,,5,,4,,TEST_231
231,2025-09-01T15:24:30.221640,12 (142),right,1,7,neither,right,6,7,5,4,6,,,,TEST_231
231,2025-09-01T15:54:28.221640,12 (142),full,2,1,left,neither,4,6,4,,6,,7,,TEST_231
231,2025-09-01T15:58:30.221640,13 (105),left,0,4,neither,right,7,,6,,,5,,,TEST_231
231,2025-09-01T16:03:09.221640,13 (105),right,1,3,neither,right,7,6,,5,7,3,,3,TEST_231
231,2025-09-01T15:43:21.221640,13 (105),full,2,5,right,left,5,6,3,3,,,,5,TEST_231
231,2025-09-01T15:17:40.221640,14 (154),left,0,4,left,neither,4,,6,,,,,,TEST_231
231,2025-09-01T15:42:24.221640,14 (154),right,1,6,right,left,2,,6,7,,5,7,6,TEST_231
231,2025-09-01T15:48:08.221640,14 (154),full,2,3,left,neither,1,6,,,,5,,,TEST_231
231,2025-09-01T15:56:14.221640,15 (175),left,0,3,neither,right,7,1,,,,3,2,1,TEST_231
231,2025-09-01T15:27:44.221640,15 (175),right,1,1,right,neither,2,6,,4,3,,,1,TEST_231
231,2025-09-01T15:23:07.221640,15 (175),full,2,3,right,neither,1,1,,7,1,,1,,TEST_231
231,2025-09-01T15:43:52.221640,16 (151),left,0,6,left,left,6,,7,7,1,,3,,TEST_231
231,2025-09-01T15:57:42.221640,16 (151),right,1,7,neither,left,6,7,5,1,7,,6,7,TEST_231
231,2025-09-01T15:32:45.221640,16 (151),full,2,3,right,neither,1,1,7,,5,,4,,TEST_231
231,2025-09-01T15:38:26.221640,17 (105),left,0,6,left,neither,7,,,,5,2,,2,TEST_231
231,2025-09-01T15:33:30.221640,17 (105),right,1,6,left,neither,2,,7,1,5,1,7,,TEST_231
231,2025-09-01T15:26:13.221640,17 (105),full,2,4,right,neither,2,,,,,6,,,TEST_231
231,2025-09-01T16:13:23.221640,18 (119),left,0,1,neither,right,2,,4,,7,,1,,TEST_231
231,2025-09-01T15:49:14.221640,18 (119),right,1,3,left,right,7,7,4,4,1,,,6,TEST_231
231,2025-09-01T15:36:28.221640,18 (119),full,2,1,neither,neither,7,,,7,6,,2,7,TEST_231
231,2025-09-01T15:36:22.221640,19 (156),left,0,6,left,right,3,4,5,1,2,,4,1,TEST_231
231,2025-09-01T16:03:39.221640,19 (156),right,1,6,neither,neither,6,,,,7,,,,TEST_231
231,2025-09-01T15:47:57.221640,19 (156),full,2,4,right,right,2,5,,7,,,,4,TEST_231
231,2025-09-01T15:30:44.221640,20 (151),left,0,5,right,right,1,7,2,,6,,7,,TEST_231
231,2025-09-01T15:35:04.221640,20 (151),right,1,6,right,left,2,4,,7,,,7,7,TEST_231
231,2025-09-01T15:55:38.221640,20 (151),full,2,3,neither,left,1,1,2,,1,,6,4,TEST_231
231,2025-09-01T15:28:27.221640,21 (117),left,0,7,right,right,6,2,,,7,,6,3,TEST_231
231,2025-09-01T15:52:23.221640,21 (117),right,1,7,neither,left,7,,,5,,6,1,4,TEST_231
231,2025-09-01T15:37:53.221640,21 (117),full,2,5,right,right,2,4,7,1,,5,6,6,TEST_231
231,2025-09-01T15:27:27.221640,22 (109),left,0,5,right,right,2,2,,6,4,4,,,TEST_231
231,2025-09-01T16:10:19.221640,22 (109),right,1,3,left,right,6,5,,,1,2,,5,TEST_231
231,2025-09-01T15:16:08.221640,22 (109),full,2,2,left,right,1,5,6,,,6,7,5,TEST_231
231,2025-09-01T15:59:44.221640,23 (101),left,0,7,left,left,5,,,2,,7,5,,TEST_231
231,2025-09-01T15:51:33.221640,23 (101),right,1,5,neither,neither,2,,3,,,,1,,TEST_231
231,2025-09-01T15:53:33.221640,23 (101),full,2,5,left,left,2,,1,4,,,,,TEST_231
231,2025-09-01T15:59:16.221640,24 (187),left,0,3,left,neither,1,,,,,4,,,TEST_231
231,2025-09-01T15:53:24.221640,24 (187),right,1,5,neither,right,4,,,4,5,3,5,,TEST_231
231,2025-09-01T15:24:38.221640,24 (187),full,2,3,right,left,2,,,5,,3,2,6,TEST_231
231,2025-09-01T15:17:35.221640,25 (114),left,0,6,right,neither,1,1,,,3,,5,,TEST_231
231,2025-09-01T15:18:28.221640,25 (114),right,1,4,neither,right,2,,,,1,,,,TEST_231
231,2025-09-01T15:14:39.221640,25 (114),full,2,4,left,left,6,3,2,5,6,,,5,TEST_231
231,2025-09-01T15:45:34.221640,26 (101),left,0,4,neither,left,6,,,2,,5,,3,TEST_231
231,2025-09-01T15:53:50.221640,26 (101),right,1,2,right,neither,1,,,7,,,,,TEST_231
231,2025-09-01T15:55:06.221640,26 (101),full,2,4,neither,neither,1,,,4,1,,,,TEST_231
231,2025-09-01T16:10:47.221640,27 (160),left,0,7,right,neither,7,,,,6,,,,TEST_231
231,2025-09-01T15:35:26.221640,27 (160),right,1,5,right,left,5,,5,,,1,4,7,TEST_231
231,2025-09-01T15:41:16.221640,27 (160),full,2,4,left,neither,4,,,5,,,4,,TEST_231
231,2025-09-01T15:50:45.221640,28 (119),left,0,4,neither,neither,7,6,,,,,1,,TEST_231
231,2025-09-01T15:45:14.221640,28 (119),right,1,3,left,neither,5,3,,,,6,4,,TEST_231
231,2025-09-01T15:50:43.221640,28 (119),full,2,3,left,left,3,,,2,6,,7,,TEST_231
231,2025-09-01T15:48:06.221640,29 (133),left,0,5,right,neither,5,,,1,,,,,TEST_231
231,2025-09-01T16:06:11.221640,29 (133),right,1,1,left,left,5,4,,2,,5,1,,TEST_231
231,2025-09-01T15:56:50.221640,29 (133),full,2,4,neither,right,3,,7,,5,7,,,TEST_231
231,2025-09-01T15:25:35.221640,30 (102),left,0,5,right,left,2,1,,,3,3,4,6,TEST_231
231,2025-09-01T15:23:01.221640,30 (102),right,1,2,left,right,5,,,,3,,,,TEST_231
231,2025-09-01T16:12:32.221640,30 (102),full,2,4,left,neither,1,,,,,5,,7,TEST_231
231,2025-09-01T15:21:50.221640,31 (170),left,0,4,right,left,1,2,,7,2,,1,,TEST_231
231,2025-09-01T15:45:37.221640,31 (170),right,1,6,left,neither,4,6,,1,,,,6,TEST_231
231,2025-09-01T15:46:56.221640,31 (170),full,2,5,right,left,2,,4,7,,2,,2,TEST_231
231,2025-09-01T16:02:58.221640,32 (176),left,0,2,left,right,4,,2,6,7,,,,TEST_231
231,2025-09-01T16:10:53.221640,32 (176),right,1,5,left,neither,4,5,5,,7,1,,,TEST_231
231,2025-09-01T15:35:26.221640,32 (176),full,2,6,neither,neither,2,,,1,,3,2,2,TEST_231
231,2025-09-01T15:48:28.221640,33 (190),left,0,4,neither,neither,7,2,5,1,4,,,3,TEST_231
231,2025-09-01T15:27:40.221640,33 (190),right,1,3,neither,neither,5,4,,3,,5,3,2,TEST_231
